전국,52635194
서울,9667669
부산,3367246
대구,2393259
인천,3039163
광주,1454017
대전,1466666
울산,1129042
세종,388927
경기,13972297
강원,1556970
충북,1636328
충남,2194196
전북,1804548
전남,1856685
경북,2657547
경남,3350883
제주,699751
